EMPLOYER_NAME,SOC_NAME,JOB_TITLE,FULL_TIME_POSITION,PREVAILING_WAGE,WORKSITE_CITY,WORKSITE_STATE_ABB,YEAR
CUMMINS INC.,OPERATIONS RESEARCH ANALYSTS,FUNCTIONAL EXCELLENCE SPECIALIST - PURCHASING,Y,56784.0,COLUMBUS,IN,2018
